t(s),roll(rad),pitch(rad),yaw(rad),roll(deg),pitch(deg),yaw(deg)
554699.4994105001,0.0055362966,-0.0111712352,0.2086917493,0.3172064312,-0.6400646281,11.9571564530
554700.4994285000,0.0055058728,-0.0111713579,0.2193852380,0.3154632734,-0.6400716617,12.5698482265
554701.4994465000,0.0055241426,-0.0111894601,0.2244264454,0.3165100542,-0.6411088412,12.8586881345
554702.4994645000,0.0055241666,-0.0112079670,0.2289609358,0.3165114301,-0.6421692065,13.1184952927
554703.4994825000,0.0055241300,-0.0112386086,0.1919439427,0.3165093355,-0.6439248416,10.9975778193
554704.4995005000,0.0055118875,-0.0111955863,0.2145620566,0.3158078882,-0.6414598423,12.2935002891
554705.4995190001,0.0055363279,-0.0112140918,0.1778413308,0.3172082198,-0.6425201292,10.1895576751
554706.4995365000,0.0055115775,-0.0112018558,0.1906057254,0.3157901288,-0.6418190582,10.9209036143
554707.4995545000,0.0055178759,-0.0112080410,0.2055009737,0.3161510037,-0.6421734453,11.7743384760
554708.4995735000,0.0054876595,-0.0112195190,0.2085504026,0.3144197298,-0.6428310892,11.9490578868
554709.4995915000,0.0055178848,-0.0111958624,0.1966428042,0.3161515084,-0.6414756664,11.2668027511
554710.4996094999,0.0054876861,-0.0112200958,0.1962836852,0.3144212545,-0.6428641358,11.2462267464
554711.4996275000,0.0055484059,-0.0111652399,0.2080435827,0.3179002388,-0.6397211209,11.9200192437
554712.4996455000,0.0054935874,-0.0111837606,0.2072080079,0.3147593745,-0.6407822825,11.8721443343
554713.4996635000,0.0054750460,-0.0111953486,0.1937494968,0.3136970284,-0.6414462262,11.1010284517
554714.4996815000,0.0055488188,-0.0112075482,0.2120115857,0.3179238973,-0.6421452104,12.1473690673
554715.4996995000,0.0055116813,-0.0112020627,0.2100627193,0.3157960783,-0.6418309152,12.0357072465
554716.4997175001,0.0055178616,-0.0112325202,0.2171157703,0.3161501813,-0.6435759983,12.4398173050
554717.4997355000,0.0055179636,-0.0112018774,0.2214710191,0.3161560235,-0.6418202980,12.6893546815
554718.4997535000,0.0055423846,-0.0111776394,0.2010023984,0.3175552465,-0.6404315650,11.5165890999
554719.4997725000,0.0055180116,-0.0112262440,0.2317626652,0.3161587753,-0.6432164025,13.2790225622
554720.4997905000,0.0054998411,-0.0112203208,0.2210405388,0.3151176807,-0.6428770273,12.6646899748
554721.4998085001,0.0055117638,-0.0112015766,0.2189565155,0.3158008046,-0.6418030614,12.5452842340
554722.4998265000,0.0055301086,-0.0111898279,0.2236800980,0.3168518833,-0.6411299102,12.8159255762
554723.4998445000,0.0054877220,-0.0112261327,0.1818202885,0.3144233097,-0.6432100217,10.4175351616
554724.4998625000,0.0055118839,-0.0111957293,0.1846070607,0.3158076862,-0.6414680400,10.5772054472
554725.4998805000,0.0055115705,-0.0111958981,0.2245046909,0.3157897271,-0.6414777098,12.8631712682
554726.4998990000,0.0054938270,-0.0112322141,0.2102440152,0.3147731002,-0.6435584633,12.0460947390
554727.4999164999,0.0054877071,-0.0112133815,0.1866023920,0.3144224549,-0.6424794347,10.6915295089
554728.4999350000,0.0055302659,-0.0112017223,0.2123522835,0.3168608953,-0.6418114123,12.1668896167
554729.4999535000,0.0054873523,-0.0111894096,0.2208353247,0.3144021289,-0.6411059446,12.6529320755
554730.4999715000,0.0054872711,-0.0112261586,0.2013166221,0.3143974775,-0.6432115053,11.5345927927
554731.4999895000,0.0055178069,-0.0111590269,0.2088520366,0.3161470470,-0.6393651442,11.9663402387
554732.5000074999,0.0054934277,-0.0111893681,0.1786457439,0.3147502204,-0.6411035659,10.2356471549
554733.5000255000,0.0054812847,-0.0112018128,0.2402193405,0.3140544793,-0.6418165979,13.7635543667
554734.5000435000,0.0055303779,-0.0111829437,0.2465189038,0.3168673152,-0.6407354771,14.1244927595
554735.5000615000,0.0055241762,-0.0112018523,0.1892610395,0.3165119831,-0.6418188586,10.8438587906
554736.5000795000,0.0055057526,-0.0112018683,0.2671716137,0.3154563889,-0.6418197750,15.3078058720
554737.5000975000,0.0055363460,-0.0111836292,0.2049658967,0.3172092580,-0.6407747508,11.7436808234
554738.5001160000,0.0055177240,-0.0111958704,0.2090767354,0.3161422979,-0.6414761232,11.9792145318
554739.5001345000,0.0054814237,-0.0112321489,0.1906672582,0.3140624434,-0.6435547251,10.9244291878
554740.5001525000,0.0055428425,-0.0111833112,0.2001637092,0.3175814837,-0.6407565318,11.4685357485
554741.5001705000,0.0055178717,-0.0112141594,0.2044990683,0.3161507612,-0.6425240050,11.7169335299
554742.5001885000,0.0054815397,-0.0111894491,0.2033101082,0.3140690907,-0.6411082108,11.6488111325
554743.5002065001,0.0054753958,-0.0112077234,0.1852257002,0.3137170716,-0.6421552468,10.6126508815
554744.5002245000,0.0055424312,-0.0112264365,0.2058648283,0.3175579171,-0.6432274280,11.7951858119
554745.5002425000,0.0054937398,-0.0112203288,0.2264332679,0.3147681031,-0.6428774836,12.9736705926
554746.5002605000,0.0055180181,-0.0112324887,0.2198492035,0.3161591467,-0.6435741960,12.5964314927
554747.5002785000,0.0055118197,-0.0112258035,0.2138849310,0.3158040035,-0.6431911640,12.2547038490
554748.5002965000,0.0055302691,-0.0112324925,0.2134789050,0.3168610770,-0.6435744132,12.2314402720
554749.5003150000,0.0054874659,-0.0112202381,0.2405092903,0.3144086388,-0.6428722905,13.7801672707
554750.5003335000,0.0054934675,-0.0112200510,0.2149637987,0.3147525040,-0.6428615665,12.3165184160
554751.5003515000,0.0055302755,-0.0112022241,0.1837093872,0.3168614483,-0.6418401597,10.5257725452
554752.5003695000,0.0054995431,-0.0112202923,0.1988237320,0.3151006097,-0.6428753928,11.3917607132
554753.5003875000,0.0055054957,-0.0111771717,0.2172733695,0.3154416683,-0.6404047651,12.4488470705
554754.5004054999,0.0054453991,-0.0111949510,0.1992099004,0.3119983848,-0.6414234464,11.4138865278
554755.5004235000,0.0055054236,-0.0111960120,0.1765049082,0.3154375350,-0.6414842326,10.1129863018
554756.5004415000,0.0054875705,-0.0112569515,0.1853319477,0.3144146296,-0.6449758122,10.6187384140
554757.5004595000,0.0055180715,-0.0111895907,0.1866917887,0.3161622095,-0.6411163203,10.6966515605
554758.5004780000,0.0054932690,-0.0112385836,0.1670855321,0.3147411305,-0.6439234068,9.5732958048
554759.5004954999,0.0055058500,-0.0112322685,0.2308464140,0.3154619686,-0.6435615778,13.2265252386
554760.5005145000,0.0054875035,-0.0112377979,0.2049234095,0.3144107898,-0.6438783891,11.7412464860
554761.5005325000,0.0055058133,-0.0111770904,0.1988662189,0.3154598657,-0.6404001086,11.3941950287
554762.5005505000,0.0055179446,-0.0112322526,0.1807931334,0.3161549347,-0.6435606708,10.3586835110
554763.5005685000,0.0054996580,-0.0112074854,0.2135166245,0.3151071911,-0.6421416101,12.2336014412
554764.5005865000,0.0055243084,-0.0111708847,0.1962036044,0.3165195541,-0.6400445471,11.2416384554
554765.5006045001,0.0055240866,-0.0112079502,0.2051405020,0.3165068494,-0.6421682448,11.7536849702
554766.5006225000,0.0054872997,-0.0111769241,0.2004883748,0.3143991126,-0.6403905813,11.4871377192
554767.5006405000,0.0055120625,-0.0111890585,0.2422793637,0.3158179173,-0.6410858279,13.8815850034
554768.5006585000,0.0054752647,-0.0112137072,0.2323375598,0.3137095601,-0.6424980970,13.3119615966
554769.5006765000,0.0054934331,-0.0112259176,0.1934268974,0.3147505319,-0.6431976992,11.0825448677
554770.5006949999,0.0054997358,-0.0112260600,0.2292943273,0.3151116507,-0.6432058568,13.1375972220
554771.5007135000,0.0055238497,-0.0111894776,0.1858529417,0.3164932734,-0.6411098387,10.6485891709
554772.5007315000,0.0054692979,-0.0112015354,0.2297235353,0.3133676889,-0.6418007048,13.1621890255
554773.5007495000,0.0055177931,-0.0112196682,0.1889444898,0.3161462556,-0.6428396371,10.8257218250
554774.5007675000,0.0054754427,-0.0112134794,0.2242643480,0.3137197567,-0.6424850436,12.8494006381
554775.5007855000,0.0055302939,-0.0111953334,0.1914874032,0.3168625024,-0.6414453550,10.9714200330
554776.5008034999,0.0055361820,-0.0112322223,0.1984734719,0.3171998630,-0.6435589333,11.3716922880
554777.5008215000,0.0055177556,-0.0112078922,0.1887569312,0.3161441069,-0.6421649184,10.8149755094
554778.5008395000,0.0054756555,-0.0112195505,0.2031596327,0.3137319484,-0.6428328905,11.6401895191
554779.5008575000,0.0055298712,-0.0112384995,0.1862667786,0.3168382784,-0.6439185894,10.6723002753
554780.5008755000,0.0055123453,-0.0112071640,0.1959075075,0.3158341233,-0.6421231983,11.2246733523
554781.5008944999,0.0054751581,-0.0112014384,0.2275017437,0.3137034529,-0.6417951452,13.0348897482
554782.5009125000,0.0054997350,-0.0112259524,0.1972799189,0.3151116040,-0.6431996915,11.3033067370
554783.5009305000,0.0055118266,-0.0112200213,0.2085266427,0.3158044019,-0.6428598679,11.9476965402
554784.5009485000,0.0055056614,-0.0112078379,0.1920489414,0.3154511636,-0.6421618090,11.0035938002
554785.5009665000,0.0055363699,-0.0112198341,0.2498977182,0.3172106305,-0.6428491431,14.3180845643
554786.5009850000,0.0055181241,-0.0112440442,0.1868213184,0.3161652214,-0.6442362784,10.7040730654
554787.5010025001,0.0055360719,-0.0112141082,0.2364807650,0.3171935573,-0.6425210690,13.5493497696
554788.5010205000,0.0055177788,-0.0112019150,0.2068566689,0.3161454384,-0.6418224521,11.8520140943
554789.5010385000,0.0055060299,-0.0111833424,0.2081119031,0.3154722738,-0.6407583231,11.9239337130
554790.5010565000,0.0054998288,-0.0112198493,0.1993072215,0.3151169759,-0.6428500137,11.4194626210
554791.5010755000,0.0055060435,-0.0112263968,0.2282068160,0.3154730530,-0.6432251572,13.0752874124
554792.5010935001,0.0055177942,-0.0111710430,0.2405263203,0.3161463192,-0.6400536150,13.7811430152
554793.5011115000,0.0055125094,-0.0112321218,0.1808209228,0.3158435234,-0.6435531723,10.3602757221
554794.5011295000,0.0055056810,-0.0112080968,0.2461341815,0.3154522861,-0.6421766444,14.1024497961
554795.5011475000,0.0054754723,-0.0112200507,0.2333326731,0.3137214557,-0.6428615526,13.3689773897
554796.5011655000,0.0054811907,-0.0112385424,0.2243803221,0.3140490911,-0.6439210466,12.8560454619
554797.5011835000,0.0054752514,-0.0111895626,0.2126307225,0.3137087982,-0.6411147088,12.1828429934
554798.5012015000,0.0054815811,-0.0112261295,0.2267285093,0.3140714638,-0.6432098400,12.9905866761
554799.5012195000,0.0054936376,-0.0111830067,0.2196341030,0.3147622511,-0.6407390876,12.5841071392
554800.5012375000,0.0055179889,-0.0112081098,0.2043631144,0.3161574728,-0.6421773883,11.7091439417
554801.5012555000,0.0054815610,-0.0111893142,0.2140186705,0.3140703081,-0.6411004784,12.2623665562
554802.5012735000,0.0054876905,-0.0112077990,0.2331288564,0.3144215053,-0.6421595806,13.3572995559
554803.5012920001,0.0055367722,-0.0112079515,0.2096859534,0.3172336796,-0.6421683165,12.0141201538
554804.5013100000,0.0054874783,-0.0112196659,0.2133248976,0.3144093475,-0.6428395017,12.2226162970
554805.5013280000,0.0054876639,-0.0112139759,0.2373688962,0.3144199826,-0.6425134902,13.6002359383
554806.5013460000,0.0054878299,-0.0111768104,0.1898074495,0.3144294902,-0.6403840644,10.8751657744
554807.5013640000,0.0055364022,-0.0112323686,0.2103518500,0.3172124793,-0.6435673139,12.0522732176
554808.5013820000,0.0055182695,-0.0112078988,0.2171114268,0.3161735536,-0.6421653010,12.4395684422
554809.5014000000,0.0055237838,-0.0111955541,0.2133953728,0.3164895003,-0.6414580016,12.2266542279
554810.5014180000,0.0054820030,-0.0111827606,0.1908077607,0.3140956359,-0.6407249864,10.9324793863
554811.5014360000,0.0055058588,-0.0112139528,0.2038492108,0.3154624729,-0.6425121696,11.6796994377
554812.5014550000,0.0054507162,-0.0112069918,0.2086561979,0.3123030310,-0.6421133309,11.9551195097
554813.5014730000,0.0055118322,-0.0112138060,0.2168368400,0.3158047251,-0.6425037577,12.4238357765
554814.5014909999,0.0055362906,-0.0111833294,0.2105150944,0.3172060877,-0.6407575770,12.0616264307
554815.5015090000,0.0055059563,-0.0112136212,0.2113590375,0.3154680571,-0.6424931680,12.1099808107
554816.5015270000,0.0055057208,-0.0112015901,0.2246091971,0.3154545642,-0.6418038348,12.8691590318
554817.5015450000,0.0055120488,-0.0112258513,0.2220397610,0.3158171353,-0.6431938998,12.7219411919
554818.5015630000,0.0055304326,-0.0112324031,0.2029321323,0.3168704441,-0.6435692901,11.6271547112
554819.5015810000,0.0054937628,-0.0112317733,0.1911895324,0.3147694196,-0.6435332071,10.9543532939
554820.5015990000,0.0055304906,-0.0112505282,0.1920606850,0.3168737715,-0.6446077804,11.0042666611
554821.5016170000,0.0055059755,-0.0111897186,0.2202263141,0.3154691555,-0.6411236525,12.6180383355
554822.5016360000,0.0055239528,-0.0112509145,0.2233514624,0.3164991793,-0.6446299186,12.7970961439
554823.5016540000,0.0054934477,-0.0112380408,0.2168376586,0.3147513679,-0.6438923083,12.4238826754
554824.5016720000,0.0055063106,-0.0112197073,0.2148954498,0.3154883562,-0.6428418783,12.3126023090
554825.5016900001,0.0055181296,-0.0112135520,0.1842394193,0.3161655396,-0.6424892029,10.5561411456
554826.5017080000,0.0054875284,-0.0112136903,0.1975239731,0.3144122191,-0.6424971242,11.3172900134
554827.5017260000,0.0054936283,-0.0112075087,0.2347471857,0.3147617141,-0.6421429470,13.4500229912
554828.5017440000,0.0055180248,-0.0111957903,0.2336682082,0.3161595330,-0.6414715305,13.3882021337
554829.5017620000,0.0055302767,-0.0112446584,0.1763506693,0.3168615154,-0.6442714679,10.1041490655
554830.5017800000,0.0055055404,-0.0112139242,0.2125583033,0.3154442300,-0.6425105300,12.1786936820
554831.5017980000,0.0054698984,-0.0112201073,0.2156413429,0.3134020903,-0.6428647961,12.3553388371
554832.5018170000,0.0055483655,-0.0112383806,0.2080752532,0.3178979235,-0.6439117775,11.9218338281
554833.5018350000,0.0054874382,-0.0112017377,0.2036421724,0.3144070493,-0.6418122912,11.6678370083
554834.5018530000,0.0055059570,-0.0112324394,0.1966474525,0.3154680966,-0.6435713712,11.2670690774
554835.5018710000,0.0054997030,-0.0112445420,0.2255577318,0.3151097714,-0.6442647988,12.9235060667
554836.5018889999,0.0055120725,-0.0112569872,0.2176035434,0.3158184911,-0.6449778545,12.4677646436
554837.5019070000,0.0055297612,-0.0112198131,0.2011619637,0.3168319785,-0.6428479364,11.5257315162
554838.5019250000,0.0055123720,-0.0111954931,0.2085829827,0.3158356495,-0.6414545031,11.9509245851
554839.5019430000,0.0054995913,-0.0112079912,0.2219336333,0.3151033698,-0.6421705924,12.7158605210
554840.5019610000,0.0054692035,-0.0112138762,0.1848878392,0.3133622790,-0.6425077770,10.5932928708
554841.5019789999,0.0055302425,-0.0111957247,0.1787831716,0.3168595533,-0.6414677737,10.2435211811
554842.5019980000,0.0054691017,-0.0112018435,0.2149167249,0.3133564461,-0.6418183551,12.3138212814
554843.5020160000,0.0055115800,-0.0112200542,0.2303874550,0.3157902742,-0.6428617523,13.2002288261
554844.5020340000,0.0055124191,-0.0112198465,0.2203706061,0.3158383497,-0.6428498496,12.6263056584
554845.5020525000,0.0055362831,-0.0112136048,0.2139809143,0.3172056546,-0.6424922287,12.2602032881
554846.5020700000,0.0054935377,-0.0112015624,0.1836114610,0.3147565226,-0.6418022481,10.5201617847
554847.5020880000,0.0055300534,-0.0112078776,0.2115104513,0.3168487219,-0.6421640811,12.1186561844
554848.5021060000,0.0055364342,-0.0112138700,0.2115242869,0.3172143155,-0.6425074245,12.1194489061
554849.5021240000,0.0054874466,-0.0111771864,0.1906110015,0.3144075292,-0.6404056063,10.9212059149
554850.5021430000,0.0054934320,-0.0112319647,0.1867173453,0.3147504684,-0.6435441741,10.6981158473
554851.5021600000,0.0054940466,-0.0112622889,0.2033112333,0.3147856812,-0.6452816189,11.6488755962
554852.5021784999,0.0054629342,-0.0111894015,0.1804307923,0.3130030712,-0.6411054809,10.3379228954
554853.5021970000,0.0054875047,-0.0112138973,0.2568648718,0.3144108598,-0.6425089872,14.7172730617
554854.5022150000,0.0054813019,-0.0112137340,0.2198670618,0.3140554666,-0.6424996312,12.5974546977
554855.5022330000,0.0054812804,-0.0111955399,0.2384810903,0.3140542336,-0.6414571843,13.6639599704
554856.5022510000,0.0055060277,-0.0112013666,0.2011381091,0.3154721509,-0.6417910333,11.5243647529
554857.5022690000,0.0055421687,-0.0112198077,0.2313932559,0.3175428771,-0.6428476304,13.2578569721
554858.5022870000,0.0055368008,-0.0111953658,0.2164187574,0.3172353156,-0.6414472094,12.3998814062
554859.5023055000,0.0055182355,-0.0112014499,0.2017376879,0.3161716050,-0.6417958024,11.5587180839
554860.5023240000,0.0055118647,-0.0111955316,0.1867062360,0.3158065857,-0.6414567111,10.6974793339
554861.5023410000,0.0055056853,-0.0112382252,0.2043169641,0.3154525291,-0.6439028737,11.7064997260
554862.5023590000,0.0055179363,-0.0112077455,0.2223536505,0.3161544599,-0.6421565159,12.7399257357
554863.5023769999,0.0055423109,-0.0112081529,0.2038193711,0.3175510257,-0.6421798588,11.6779897451
554864.5023960000,0.0055182336,-0.0112069638,0.2263798445,0.3161714980,-0.6421117297,12.9706096565
554865.5024140000,0.0055240648,-0.0112200303,0.2141966085,0.3165055992,-0.6428603833,12.2725616503
554866.5024320000,0.0055424142,-0.0112076583,0.2177701035,0.3175569438,-0.6421515209,12.4773078326
554867.5024500000,0.0054992992,-0.0111587557,0.2015510852,0.3150866363,-0.6393496055,11.5480265363
554868.5024680000,0.0055058744,-0.0111892869,0.2009415199,0.3154633653,-0.6410989164,11.5131010166
554869.5024860000,0.0054939424,-0.0112259594,0.1884889612,0.3147797124,-0.6432000925,10.7996219613
554870.5000044999,0.0055055824,-0.0112080887,0.2177500550,0.3154466345,-0.6421761761,12.4761591407
554871.4975225000,0.0055299961,-0.0111958163,0.2218993849,0.3168454349,-0.6414730213,12.7138982312
554872.4975405000,0.0054998342,-0.0112015358,0.1984648106,0.3151172868,-0.6418007241,11.3711960271
554873.4975585000,0.0054811916,-0.0112316436,0.2010443261,0.3140491472,-0.6435257765,11.5189913802
554874.4975765001,0.0054999068,-0.0112075968,0.2282229414,0.3151214448,-0.6421479944,13.0762113307
554875.4975955000,0.0055177246,-0.0112200655,0.2197697647,0.3161423336,-0.6428624014,12.5918799829
554876.4976135000,0.0055120750,-0.0112015325,0.1758656403,0.3158186340,-0.6418005364,10.0763589521
554877.4976315000,0.0055117995,-0.0111955093,0.2190054296,0.3158028486,-0.6414554345,12.5480868065
554878.4976495000,0.0054937804,-0.0111953347,0.1978401575,0.3147704325,-0.6414454306,11.3354060447
554879.4976675001,0.0054996803,-0.0112014085,0.2280634314,0.3151084705,-0.6417934312,13.0670720782
554880.4976855000,0.0054753534,-0.0111954093,0.2154856124,0.3137146389,-0.6414497006,12.3464161351
554881.4977035000,0.0054929618,-0.0112077113,0.2329663222,0.3147235297,-0.6421545571,13.3479870335
554882.4977215000,0.0054876327,-0.0112194496,0.2167194210,0.3144181929,-0.6428271081,12.4171081606
554883.4977395000,0.0055179575,-0.0112015743,0.1978656613,0.3161556744,-0.6418029340,11.3368673036
554884.4977580000,0.0054751610,-0.0111954890,0.2098537509,0.3137036182,-0.6414542668,12.0237342392
554885.4977760001,0.0054994745,-0.0112197464,0.2193291326,0.3150966793,-0.6428441167,12.5666336213
